20160150,20160150-S01E01,Chapter One: The Vanishing of Will Byers,00:47,8.6,1,Accion
20160150,20160150-S01E02,Chapter Two: The Weirdo on Maple Street,00:55,8.5,1,Accion
20160150,20160150-S01E03,Chapter Three: Holly Jolly,00:51,8.9,1,Accion
20160150,20160150-S01E04,Chapter Four: The Body,00:49,9,1,Accion
20160150,20160150-S01E05,Chapter Five: The Flea and the Acrobat ,00:52,8.8,1,Accion
20160150,20160150-S01E06,Chapter Six: The Monster ,00:46,8.9,1,Accion
20160150,20160150-S01E07,Chapter Seven: The Bathtub,00:41,9.1,1,Accion
20160150,20160150-S01E08,Chapter Eight: The Upside Down,00:54,9.4,1,Accion
20160150,20160150-S02E01,Chapter One: MADMAX,00:48,8.3,2,Accion
20160150,20160150-S02E02,Chapter Two: Trick or Treat Freak,00:56,8.4,2,Accion
20160150,20160150-S02E03,Chapter Three: The Pollywog,00:51,8.7,2,Accion
20160150,20160150-S02E04,Chapter Four: Will the Wise,00:46,8.7,2,Accion
20160150,20160150-S02E05,Chapter Five: Dig Dug,00:58,8.9,2,Accion
20160150,20160150-S02E06,Chapter Six: The Spy,00:51,9.2,2,Accion
20160150,20160150-S02E07,Chapter Seven: The Lost Sister,00:45,6.1,2,Accion
20160150,20160150-S02E08,Chapter Eight: The Mind Flayer,00:47,9.3,2,Accion
20160150,20160150-S02E09,Chapter Nine: The Gate,01:02,9.4,2,Accion
20160150,20160150-S03E01,Chapter One: Suzie Do You Copy?,00:50,7.9,3,Accion
20160150,20160150-S03E02,Chapter Two: The Mall Rats,00:50,8,3,Accion
20160150,20160150-S03E03,Chapter Three: The Case of the Missing Lifeguard ,00:49,8.4,3,Accion
20160150,20160150-S03E04,Chapter Four: The Sauna Test,00:52,9,3,Accion
20160150,20160150-S03E05,Chapter Five: The Flayed,00:51,8.6,3,Accion
20160150,20160150-S03E06,Chapter Six: E Pluribus Unum,00:59,8.7,3,Accion
20160150,20160150-S03E07,Chapter Seven: The Bite,00:55,8.8,3,Accion
20160150,20160150-S03E08,Chapter Eight: The Battle of Starcourt,01:17,9.3,3,Accion
