20170120,20170120-S01E01,Secrets ,00:51,8.2,1,Misterio
20170120,20170120-S01E02,Lies,00:44,8.1,1,Misterio
20170120,20170120-S01E03,Past and Present,00:45,8.6,1,Misterio
20170120,20170120-S01E04,Double Lives ,00:47,8.3,1,Misterio
20170120,20170120-S01E05,Truths ,00:45,8.9,1,Misterio
20170120,20170120-S01E06,Sic Mundus Creatus Est ,00:51,9.1,1,Misterio
20170120,20170120-S01E07,Crossroads,00:52,8.7,1,Misterio
20170120,20170120-S01E08,"As You Sow, so You Shall Reap ",00:50,9.2,1,Misterio
20170120,20170120-S01E09,Everything Is Now,00:55,8.7,1,Misterio
20170120,20170120-S01E10,Alpha and Omega,00:57,9.2,1,Misterio
20170120,20170120-S02E01,Beginnings and Endings,00:53,8.9,2,Misterio
20170120,20170120-S02E02,Dark Matter ,00:54,9,2,Misterio
20170120,20170120-S02E03,Ghosts,00:56,9.2,2,Misterio
20170120,20170120-S02E04,The Travelers,01:00,9.5,2,Misterio
20170120,20170120-S02E05,Lost and Found,00:56,9.3,2,Misterio
20170120,20170120-S02E06,An Endless Cycle,00:54,9.6,2,Misterio
20170120,20170120-S02E07,The White Devil,00:58,9.3,2,Misterio
20170120,20170120-S02E08,Endings and Beginnings,00:57,9.5,2,Misterio
